EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
TECSPIRIT CORP,CLOUD DEVOPS ENGINEER,"87,485","ATLANTA, GA",06/02/2022,10/01/2022
OMA4 LLC,CLOUD DEVOPS ENGINEER,"87,485","CUMMING, GA",06/19/2022,10/01/2022
SHRPTECH LLC,CLOUD DEVOPS ENGINEER,"87,500","ALPHARETTA, GA",05/28/2022,10/01/2022
S&S TECH SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"87,500","MARIETTA, GA",06/17/2022,10/01/2022
URSI TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"88,000","ALPHARETTA, GA",06/21/2022,10/01/2022
CONVENANT TECH SERVICES LLC,CLOUD DEVOPS ENGINEER,"90,000","ALPHARETTA, GA",06/14/2022,10/01/2022
COVENANT TECH SERVICES LLC,CLOUD DEVOPS ENGINEER,"90,000","ALPHARETTA, GA",06/22/2022,10/01/2022
UNIFIED TECH GROUP INC,CLOUD DEVOPS ENGINEER,"90,397","CHICAGO, IL",05/06/2022,10/01/2022
S&S TECH SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"90,400","ARLINGTON HEIGHTS, IL",06/17/2022,10/01/2022
S&S TECH SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"90,400","ARLINGTON HEIGHTS, IL",06/17/2022,10/01/2022
PLANET-P INC,CLOUD DEVOPS ENGINEER,"90,750","AUSTIN, TX",06/14/2022,10/01/2022
CODE POETS LLC,CLOUD DEVOPS ENGINEER,"90,750","AUSTIN, TX",06/16/2022,10/01/2022
FASTMODEL HOLDINGS,CLOUD DEVOPS ENGINEER,"92,000","CHICAGO, IL",06/06/2022,09/16/2022
NUBUSTECHNOINC,CLOUD DEVOPS ENGINEER,"92,000","SCHAUMBURG, IL",06/07/2022,10/01/2022
NUBUSTECHNOINC,CLOUD DEVOPS ENGINEER,"92,000","SCHAUMBURG, IL",06/07/2022,10/01/2022
ASM SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"92,160","CRYSTAL LAKE, IL",04/15/2022,10/01/2022
BLUWARE INC,CLOUD DEVOPS ENGINEER,"92,685","HOUSTON, TX",04/05/2022,09/27/2022
KP IT SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"93,000","LEANDER, TX",09/06/2022,09/06/2022
HASHI SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"94,037","PLANO, TX",02/04/2022,02/12/2022
RE IT SERVICES INC,CLOUD DEVOPS ENGINEER,"94,037","WESTLAKE, TX",04/22/2022,05/02/2022
COLLABORATE SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"94,037","WESTLAKE, TX",05/10/2022,05/10/2022
ITOPENDOORS,CLOUD DEVOPS ENGINEER,"94,037","PLANO, TX",06/02/2022,10/01/2022
VSION TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"94,037","EDEN PRAIRIE, MN",06/03/2022,06/08/2022
IT OPENDOORS LLC,CLOUD DEVOPS ENGINEER,"94,037","PLANO, TX",06/06/2022,10/01/2022
INFOLOB SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"94,037","IRVING, TX",06/07/2022,10/01/2022
IT OPENDOORS LLC,CLOUD DEVOPS ENGINEER,"94,037","PLANO, TX",06/22/2022,06/22/2022
ES SEARCH CONSULTANTS INC,CLOUD DEVOPS ENGINEER,"94,100","LAKE FOREST, IL",04/23/2022,10/01/2022
SWANKTEK INC,CLOUD DEVOPS ENGINEER,"95,181","WESTLAKE, TX",03/31/2022,08/06/2022
COLSH CONSULTANTS LLC,CLOUD DEVOPS ENGINEER,"95,555","PLANO, TX",04/22/2022,10/01/2022
ADVANCED RESOURCE STAFFING INC,CLOUD DEVOPS ENGINEER,"95,701","MT LAUREL TOWNSHIP, NJ",07/11/2022,07/11/2022
SV INFOTECH GROUP INC,CLOUD DEVOPS ENGINEER,"95,701","NEWTON SQUARE, PA",11/03/2022,11/07/2022
CONRELV SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"96,907","ALISO VIEJO, CA",05/04/2022,05/16/2022
CONRELV SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"96,907","ALISO VIEJO, CA",05/04/2022,05/16/2022
CONRELV SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"96,907","ALISO VIEJO, CA",05/31/2022,05/31/2022
ZELECLOUD LLC,CLOUD DEVOPS ENGINEER,"97,000","BREA, CA",04/11/2022,10/01/2022
INVENCES INC,CLOUD DEVOPS ENGINEER,"97,760","REDMOND, WA",05/28/2022,10/01/2022
ADVANCESOFT INC,CLOUD DEVOPS ENGINEER,"98,550","ASHBURN, VA",05/18/2022,10/01/2022
ADVANCESOFT INC,CLOUD DEVOPS ENGINEER,"98,550","ASHBURN, VA",06/03/2022,10/01/2022
ADVANCESOFT INC,CLOUD DEVOPS ENGINEER,"98,550","JOHNSTON, RI",06/03/2022,10/01/2022
WORKCOG INC,CLOUD DEVOPS ENGINEER,"98,904","CHICAGO, IL",08/09/2022,08/15/2022
RE IT SERVICES INC,CLOUD DEVOPS ENGINEER,"98,904","WESTLAKE, TX",07/27/2022,08/02/2022
ZELECLOUD LLC,CLOUD DEVOPS ENGINEER,"98,904","DALLAS, TX",12/14/2022,12/20/2022
SELECT MINDS LLC,CLOUD DEVOPS ENGINEER,"99,008","ALPHARETTA, GA",08/02/2022,08/16/2022
HEALTHPER USA INC,CLOUD DEVOPS ENGINEER,"100,000","WESTFORD, MA",05/18/2022,10/01/2022
9LOGIC TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"101,754","NEW YORK, NY",04/27/2022,04/27/2022
9LOGIC TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"101,754","NEW YORK, NY",04/27/2022,04/27/2022
SIRI SOFTWARE SOLUTIONS LLC,CLOUD DEVOPS ENGINEER,"101,754","MONMOUTH JUNCTION, NJ",06/11/2022,10/01/2022
REALTECH SERVICES LLC,CLOUD DEVOPS ENGINEER,"101,754","EDISON, NJ",06/14/2022,10/01/2022
REALTECH SERVICES LLC,CLOUD DEVOPS ENGINEER,"101,754","EDISON, NJ",06/14/2022,10/01/2022
REALTECH SERVICES LLC,CLOUD DEVOPS ENGINEER,"101,754","EDISON, NJ",06/14/2022,10/01/2022
SPRYDO SYSTEMS LLC,CLOUD DEVOPS ENGINEER,"103,189","WOONSOCKET, RI",12/16/2022,12/21/2022
SPEEDCAST COMMUNICATIONS INC,CLOUD DEVOPS ENGINEER,"105,000","FRISCO, TX",04/07/2022,04/13/2022
KAIZEN ITECH LLC,CLOUD DEVOPS ENGINEER,"108,000","WEST HOLLYWOOD, CA",07/06/2022,07/18/2022
CLOUD EPA LLC,CLOUD DEVOPS ENGINEER,"108,181","CAMBRIDGE, MA",10/19/2022,10/19/2022
CAPITAL INFO GROUP INC,CLOUD DEVOPS ENGINEER,"110,000","CARY, NC",04/14/2022,04/20/2022
HOMESITE GROUP INC,CLOUD DEVOPS ENGINEER,"110,120","BOSTON, MA",08/04/2022,02/03/2023
SERVICENOW INC,CLOUD DEVOPS ENGINEER,"111,446","BEAVERTON, OR",05/24/2022,06/01/2022
AUTOMATON INC,CLOUD DEVOPS ENGINEER,"112,393","SAN DIEGO, CA",08/03/2022,08/08/2022
TT TECHNOLOGIES INC,CLOUD DEVOPS ENGINEER,"114,900","FLUSHING, NY",05/11/2022,10/01/2022
CSAA INSURANCE SERVICES INC,CLOUD DEVOPS ENGINEER,"118,100","GLENDALE, AZ",08/10/2022,08/16/2022
SERVICENOW INC,CLOUD DEVOPS ENGINEER,"118,248","SAN DIEGO, CA",05/24/2022,06/01/2022
US SOFTWARE & CONSULTING INC,CLOUD DEVOPS ENGINEER,"119,933","STERLING, VA",06/15/2022,10/01/2022
PRO IT INC,CLOUD DEVOPS ENGINEER,"125,000","LAS VEGAS, NV",12/14/2022,12/15/2022
TANZO TECHNOLOGIES LLC,CLOUD DEVOPS ENGINEER,"130,894","SAN JOSE, CA",06/15/2022,10/01/2022
ICLOUD SOLUTIONS INC,CLOUD DEVOPS ENGINEER,"135,000","BALTIMORE, MD",04/13/2022,04/25/2022
HSBC TECHNOLOGY & SERVICES (USA) INC,CLOUD DEVOPS ENGINEER,"140,000","ARLINGTON HEIGHTS, IL",07/06/2022,08/01/2022
ARTHUR J GALLAGHER SERVICE COMPANY LLC,CLOUD DEVOPS ENGINEER,"140,000","ROLLING MEADOWS, IL",10/25/2022,11/07/2022
ZOETIS INC,CLOUD DEVOPS ENGINEER,"145,000","WAUWATOSA, WI",04/29/2022,05/09/2022
MPG OPERATIONS LLC,CLOUD DEVOPS ENGINEER,"145,454","NEW YORK, NY",05/17/2022,08/15/2022
YUM CONNECT LLC,CLOUD DEVOPS ENGINEER,"150,000","CLAYMONT, DE",04/19/2022,05/16/2022
ARTHUR J GALLAGHER SERVICE COMPANY LLC,CLOUD DEVOPS ENGINEER,"160,000","ALPHARETTA, GA",08/22/2022,08/29/2022
EGNYTE INC,CLOUD DEVOPS ENGINEER,"182,500","FLOWERMOUND, TX",09/12/2022,09/19/2022
CLOUDZENIX LLC,CLOUD DEVOPS ENGINEER.,"76,898","IRVING, TX",06/16/2022,10/01/2022
SELECT MINDS LLC,CLOUD DEVOPS ENGJNEER,"84,864","BRENTWOOD, TN",09/08/2022,09/19/2022
I2 INFOTECH LLC,CLOUD DEVOPS LEAD ENGINEER - APPLICATIO,"95,680","DALLAS, TX",05/30/2022,10/01/2022
HANCE INCORPORATED,CLOUD DEVOPS SYSTEMS ADMIN,"114,760","BONNEY LAKE, WA",05/27/2022,10/01/2022
REVEL IT INC,CLOUD DEVSECOPS ENGINEER,"120,000","IRVING, TX",11/01/2022,11/01/2022
MOLINA TECHNOLOGIES LLC,CLOUD DISASTER RECOVERY ENGINEER,"91,000","HARTFORD, CT",02/10/2022,02/10/2022
STELLAR IT SOLUTIONS LLC,CLOUD DISASTER RECOVERY ENGINEER,"91,000","HARTFORD, CT",06/09/2022,06/20/2022
STELLAR IT SOLUTIONS LLC,CLOUD DISASTER RECOVERY ENGINEER,"97,000","HARTFORD, CT",08/18/2022,08/29/2022
REVELIO LABS INC,CLOUD ECONOMIST,"72,920","LANSING, MI",05/20/2022,05/30/2022
REVELIO LABS INC,CLOUD ECONOMIST,"111,160","NEW YORK, NY",05/25/2022,05/30/2022
REVELIO LABS INC,CLOUD ECONOMIST,"111,160","NEW YORK, NY",05/31/2022,06/01/2022
REVELIO LABS INC,CLOUD ECONOMIST,"75,837","LANSING, MI",05/20/2022,10/01/2022
REVELIO LABS INC,CLOUD ECONOMIST,"115,606","NEW YORK, NY",05/25/2022,10/01/2022
REVELIO LABS INC,CLOUD ECONOMIST,"115,606","NEW YORK, NY",05/31/2022,10/01/2022
DENKEN SOLUTIONS INC,CLOUD ENGINEER,"80,000","LUTZ, FL",04/28/2022,05/06/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"86,120","ST. LOUIS, MO",05/17/2022,05/24/2022
INTELI PLATFORMS INC,CLOUD ENGINEER,"89,120","SPRING, TX",04/07/2022,04/18/2022
ARTIFICIAL INVENTIONS LLC,CLOUD ENGINEER,"90,420","CHARLOTTE, NC",05/11/2022,10/01/2022
UI PATH TEK LLC,CLOUD ENGINEER,"91,160","MORRISVILLE, NC",02/23/2022,02/28/2022
SERVIT LLC,CLOUD ENGINEER,"95,000","FAIRFAX, VA",01/14/2022,01/17/2022
TECHALPHA LLC,CLOUD ENGINEER,"95,200","ATLANTA, GA",07/20/2022,07/26/2022
HCL GLOBAL SYSTEMS INC,CLOUD ENGINEER,"97,140","WESTLAKE, FL",04/27/2022,04/27/2022
IRIS INFOTECH INC,CLOUD ENGINEER,"98,540","PARKER, CO",12/09/2022,12/09/2022
ESSENTIAL TECHNOLOGIES INC,CLOUD ENGINEER,"100,000","LAWRENCEVILLE, GA",08/01/2022,08/15/2022
HCL GLOBAL SYSTEMS INC,CLOUD ENGINEER,"115,680","WESTLAKE, FL",04/27/2022,04/27/2022
EPITEC INC,CLOUD ENGINEER,"122,260","HALLANDALE BEACH, FL",09/08/2022,09/19/2022
INNOVATIVE INFORMATION TECHNOLOGIES INC,CLOUD ENGINEER,"122,400","BENTONVILLE, AR",07/20/2022,08/08/2022
INNOVATIVE INFORMATION TECHNOLOGIES INC,CLOUD ENGINEER,"122,400","BENTONVILLE, AR",07/21/2022,08/08/2022
STRATEGIC STAFFING SOLUTIONS LC,CLOUD ENGINEER,"179,800","MIDLAND, TX",05/10/2022,05/23/2022
STRATEGIC STAFFING SOLUTIONS LC,CLOUD ENGINEER,"179,800","MIDLAND, TX",05/17/2022,05/23/2022
WILDFIRE DEFENSE SYSTEMS INC,CLOUD ENGINEER,"57,117","BOZEMAN, MT",04/08/2022,10/01/2022
TROVETECHS INC,CLOUD ENGINEER,"68,016","DEERFIELD, IL",10/20/2022,10/28/2022
INBIZ CONCEPTS INC,CLOUD ENGINEER,"68,432","BOSTON, MA",05/11/2022,10/01/2022
S4 CONSULTANTS INC,CLOUD ENGINEER,"69,888","NORTH HOUSTON, TX",05/24/2022,10/01/2022
INFOTECH PRISM LLC,CLOUD ENGINEER,"69,909","ALPHARETTA, GA",06/08/2022,10/01/2022
RESULTANT LLC,CLOUD ENGINEER,"70,000","FISHERS, IN",08/09/2022,08/19/2022
RESULTANT LLC,CLOUD ENGINEER,"70,000","HOPKINS, MN",04/21/2022,05/02/2022
RESULTANT LLC,CLOUD ENGINEER,"70,000","HOPKINS, MN",04/21/2022,05/02/2022
EDGESOFT CORP,CLOUD ENGINEER,"70,000","MCKINNEY, TX",06/08/2022,10/01/2022
FOCALONE SOFT INC,CLOUD ENGINEER,"70,075","DOWNEY, CA",05/20/2022,10/01/2022
OPTI9 TECHNOLOGIES LLC,CLOUD ENGINEER,"71,500","OMAHA, NE",01/17/2022,01/17/2022
VULTUS INC,CLOUD ENGINEER,"72,000","SOUTH PLAINFIELD, NJ",05/25/2022,10/01/2022
S4 CONSULTANTS INC,CLOUD ENGINEER,"73,000","CHICAGO, IL",06/20/2022,10/01/2022
KLAXONTECH INC,CLOUD ENGINEER,"73,154","DE PERE, WI",06/05/2022,10/01/2022
OPTIMUS HEALTH ANALYTICS LLC,CLOUD ENGINEER,"74,025","BRONX, NY",12/08/2022,12/19/2022
ELLUCIAN COMPANY LP,CLOUD ENGINEER,"75,000","FRANKLIN, WI",03/10/2022,03/21/2022
ELLUCIAN COMPANY LP,CLOUD ENGINEER,"75,000","COLUMBUS, OH",04/13/2022,04/15/2022
HEXACORP LLC,CLOUD ENGINEER,"75,000","SOMERSET,, NJ",09/07/2022,09/15/2022
SYNTAX TECHNOLOGIES,CLOUD ENGINEER,"75,000","WINDERMERE, FL",06/11/2022,10/01/2022
SIGMA-ALDRICH CORPORATION,CLOUD ENGINEER,"76,000","ST. LOUIS, MO",04/22/2022,09/06/2022
NOBLESOFT SOLUTIONS INC,CLOUD ENGINEER,"76,000","JACKSONVILLE, FL",06/03/2022,10/01/2022
INTERAS,CLOUD ENGINEER,"76,440","SAN ANTONIO, TX",11/03/2022,11/15/2022
ALICE TECH SOLUTIONS LLC,CLOUD ENGINEER,"76,898","IRVING, TX",04/07/2022,10/01/2022
YERRALPHA LLC,CLOUD ENGINEER,"76,898","FRISCO, TX",06/14/2022,10/01/2022
YERRALPHA LLC,CLOUD ENGINEER,"76,898","FRISCO, TX",06/14/2022,10/01/2022
YERRALPHA LLC,CLOUD ENGINEER,"76,898","FRISCO, TX",06/14/2022,10/01/2022
VISUAL TECHNOLOGIES LLC,CLOUD ENGINEER,"77,022","GARLAND, TX",02/08/2022,02/16/2022
HITACHI VANTARA LLC,CLOUD ENGINEER,"77,189","HERNDON, VA",05/14/2022,10/01/2022
CLOUD REVOLUTE INC,CLOUD ENGINEER,"78,000","FARMERS BRANCH, TX",04/16/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",04/16/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",04/24/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",04/25/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",04/25/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",04/25/2022,10/01/2022
CLOUD REVOLUTE INC,CLOUD ENGINEER,"78,000","FARMERS BRANCH, TX",04/28/2022,10/01/2022
SKILLMAZE INC,CLOUD ENGINEER,"78,000","IRVING, TX",04/30/2022,10/01/2022
SKILLMAZE INC,CLOUD ENGINEER,"78,000","IRVING, TX",04/30/2022,10/01/2022
SKILLMAZE INC,CLOUD ENGINEER,"78,000","IRVING, TX",04/30/2022,10/01/2022
SVS IT SYSTEMS INC,CLOUD ENGINEER,"78,000","FARMERS BRANCH, TX",06/13/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"78,000","IRVING, TX",06/13/2022,10/01/2022
CIPHERQORE SOLUTIONS INC,CLOUD ENGINEER,"78,000","CUMMING, GA",06/06/2022,11/20/2022
MOLINA TECHNOLOGIES LLC,CLOUD ENGINEER,"79,000","MALVERN, PA",05/19/2022,10/01/2022
SVK TECHNOLOGY SOLUTIONS INC,CLOUD ENGINEER,"79,914","SOUTH PLAINFIELD, NJ",06/17/2022,10/01/2022
GSRJ INFORMATION SYSTEMS INC,CLOUD ENGINEER,"80,000","AUSTIN, TX",06/08/2022,10/01/2022
TEKINVADERZ LLC,CLOUD ENGINEER,"81,494","TAMPA, FL",04/12/2022,10/01/2022
TEKINVADERZ LLC,CLOUD ENGINEER,"81,494","TAMPA, FL",05/12/2022,10/01/2022
UKG INC,CLOUD ENGINEER,"81,890","WESTON, FL",05/16/2022,06/03/2022
OPTI9 TECHNOLOGIES LLC,CLOUD ENGINEER,"83,500","OMAHA, NE",02/16/2022,02/23/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"84,781","HARTFORD, CT",06/27/2022,11/26/2022
I2U SYSTEMS INC,CLOUD ENGINEER,"84,781","HARTFORD, CT",02/09/2022,02/15/2022
THE ECONSORTIUM GROUP INC,CLOUD ENGINEER,"84,999","HOUSTON, TX",06/06/2022,10/01/2022
ALTRIA CLIENT SERVICES LLC,CLOUD ENGINEER,"85,000","RICHMOND, VA",03/23/2022,08/31/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","BROADLANDS, VA",04/20/2022,10/01/2022
VLINK INC,CLOUD ENGINEER,"85,000","MERRIMACK, NH",01/19/2022,02/01/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","BRAMBLETON, VA",05/02/2022,10/01/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","CENTREVILLE, VA",05/03/2022,10/01/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","BRAMBLETON, VA",05/03/2022,10/01/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","ASHBURN, VA",05/03/2022,10/01/2022
DATA AFFECT LLC,CLOUD ENGINEER,"85,000","ASHBURN, VA",05/03/2022,10/01/2022
STRATEGIC SYSTEMS INC,CLOUD ENGINEER,"85,571","COLUMBUS, OH",02/23/2022,03/14/2022
STRATEGIC SYSTEMS INC,CLOUD ENGINEER,"85,571","DUBLIN, OH",05/03/2022,10/01/2022
REGENT STRATEGIC SOLUTIONS LLC,CLOUD ENGINEER,"85,842","CHARLOTTE, NC",06/01/2022,10/01/2022
ERP ANALYSTS INC,CLOUD ENGINEER,"86,000","DUBLIN, OH",04/20/2022,10/01/2022
AMEX SYSTEMS INC,CLOUD ENGINEER,"86,000","FARMINGTON HILLS, MI",05/05/2022,10/01/2022
APPSTREAM TECHNOLOGIES LLC,CLOUD ENGINEER,"86,000","ROCK HILL, SC",06/10/2022,10/01/2022
APPSTREAM TECHNOLOGIES LLC,CLOUD ENGINEER,"86,000","ROCK HILL, SC",06/10/2022,10/01/2022
APPSTREAM TECHNOLOGIES LLC,CLOUD ENGINEER,"86,000","ROCK HILL, SC",06/10/2022,10/01/2022
APPSTREAM TECHNOLOGIES LLC,CLOUD ENGINEER,"86,000","ROCK HILL, SC",06/14/2022,10/01/2022
REGAL IT SERVICES INC,CLOUD ENGINEER,"86,382","CINCINNATI, OH",06/26/2022,07/04/2022
CQ INFOTECH,CLOUD ENGINEER,"86,632","CHANDLER, AZ",06/17/2022,10/01/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"87,485","OMAHA, NE",03/07/2022,09/01/2022
TOPSYS IT SOLUTIONS LLC,CLOUD ENGINEER,"87,485","ALPHARETTA, GA",06/04/2022,10/01/2022
INFOTECH PRISM LLC,CLOUD ENGINEER,"87,485","ALPHARETTA, GA",06/08/2022,10/01/2022
LOGIC LOOPS LLC,CLOUD ENGINEER,"87,485","MARIETTA, GA",06/14/2022,10/01/2022
TECHNOLOGIA CORPORATION,CLOUD ENGINEER,"87,750","PRINCETON, NJ",08/05/2022,08/11/2022
RESOURCE LOGISTICS INC,CLOUD ENGINEER,"88,000","DULUTH, GA",06/17/2022,10/03/2022
SYNGENTA CROP PROTECTION LLC,CLOUD ENGINEER,"88,629","RESEARCH TRIANGLE PARK, NC",03/31/2022,06/01/2022
DAMIAN CONSULTING INC,CLOUD ENGINEER,"89,669","RICHMOND, VA",04/13/2022,10/01/2022
SRI SOFTWARE SOLUTIONS LLC,CLOUD ENGINEER,"89,669","RICHMOND, VA",06/18/2022,10/01/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"90,000","EAST PEORIA, IL",03/24/2022,03/31/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"90,000","PLANO, TX",04/05/2022,10/01/2022
AETNA RESOURCES LLC,CLOUD ENGINEER,"90,000","NEW YORK, NY",04/07/2022,10/01/2022
RECURRING DECIMAL LLC,CLOUD ENGINEER,"90,000","PHOENIX, AZ",02/08/2022,02/21/2022
SMARTTRAK LLC,CLOUD ENGINEER,"90,000","HOLLY SPRINGS, NC",05/23/2022,10/01/2022
ENTERGY SERVICES LLC,CLOUD ENGINEER,"90,000","THE WOODLANDS, TX",06/22/2022,09/22/2022
CQ INFOTECH,CLOUD ENGINEER,"90,397","NAPERVILLE, IL",06/10/2022,10/01/2022
ELAN TECHNOLOGIES INC,CLOUD ENGINEER,"90,800","AUSTIN, TX",01/21/2022,01/31/2022
ELAN TECHNOLOGIES INC,CLOUD ENGINEER,"90,800","MONTGOMERY, AL",06/10/2022,06/16/2022
ACLAT INC,CLOUD ENGINEER,"91,000","NAPERVILLE, IL",05/17/2022,10/01/2022
ACLAT INC,CLOUD ENGINEER,"91,000","FARMINGTON, MI",05/31/2022,10/01/2022
L & T TECH SOLUTIONS INC,CLOUD ENGINEER,"91,000","NORTHBROOK, IL",06/09/2022,10/01/2022
ELLUCIAN COMPANY LP,CLOUD ENGINEER,"91,874","SAN ANTONIO, TX",05/09/2022,10/01/2022
ELLUCIAN COMPANY LP,CLOUD ENGINEER,"91,874","SAN ANTONIO, TX",05/10/2022,10/01/2022
DAMIAN CONSULTING INC,CLOUD ENGINEER,"92,040","CEDAR PARK, TX",12/13/2022,12/13/2022
JNIT TECHNOLOGIES INC,CLOUD ENGINEER,"92,082","PAOLI, PA",03/09/2022,03/14/2022
VARIAN MEDICAL SYSTEMS INC,CLOUD ENGINEER,"93,000","PALO ALTO, CA",05/04/2022,10/01/2022
ELIX INC,CLOUD ENGINEER,"93,870","WESTERVILLE, OH",06/02/2022,10/01/2022
IMR SOFT LLC,CLOUD ENGINEER,"94,000","GAINESVILLE, FL",12/05/2022,12/14/2022
PIONEER CONSULTING SERVICES INC,CLOUD ENGINEER,"94,016","LONE TREE, CO",06/20/2022,10/01/2022
CLOUD RESOURCES LLC,CLOUD ENGINEER,"94,037","WESTLAKE, TX",03/08/2022,09/03/2022
VERIDIC SOLUTIONS LLC,CLOUD ENGINEER,"94,037","ALPHARETTA, GA",03/15/2022,03/15/2022
ALICE TECH SOLUTIONS LLC,CLOUD ENGINEER,"94,037","IRVING, TX",04/05/2022,10/01/2022
SYSGAIN INC,CLOUD ENGINEER,"94,037","LAS VEGAS, NV",04/07/2022,04/15/2022
I2U SYSTEMS INC,CLOUD ENGINEER,"94,037","IRVING, TX",04/28/2022,05/02/2022
VISUAL TECHNOLOGIES LLC,CLOUD ENGINEER,"94,037","WESTLAKE, TX",05/17/2022,10/01/2022
I2U SYSTEMS INC,CLOUD ENGINEER,"94,037","IRVING, TX",05/23/2022,05/23/2022
SLESHA INC,CLOUD ENGINEER,"94,037","IRVING, TX",05/25/2022,10/01/2022
SAMPRASOFT LLC,CLOUD ENGINEER,"94,050","FRISCO, TX",06/08/2022,10/01/2022
ELAN TECHNOLOGIES INC,CLOUD ENGINEER,"94,100","DALLAS, TX",01/11/2022,01/19/2022
CLOUD RESOURCES LLC,CLOUD ENGINEER,"94,100","IRVING, TX",06/13/2022,06/27/2022
CNET GLOBAL SOLUTIONS INC,CLOUD ENGINEER,"94,500","IRVING, TX",02/15/2022,03/16/2022
CLOUD RESOURCES LLC,CLOUD ENGINEER,"94,500","IRVING, TX",06/13/2022,06/27/2022
ENTERGY SERVICES LLC,CLOUD ENGINEER,"94,619","THE WOODLANDS, TX",08/24/2022,09/22/2022
ENTERGY SERVICES LLC,CLOUD ENGINEER,"94,619","THE WOODLANDS, TX",08/24/2022,09/22/2022
TECHMYNDS INC,CLOUD ENGINEER,"94,806","RALEIGH, NC",05/11/2022,10/01/2022
SCOTTLINE LLC,CLOUD ENGINEER,"95,000","IRVING, TX",04/16/2022,10/01/2022
CNET GLOBAL SOLUTIONS INC,CLOUD ENGINEER,"95,000","RICHARDSON, TX",01/03/2022,03/01/2022
STELLAR IT SOLUTIONS LLC,CLOUD ENGINEER,"95,000","DALLAS, TX",02/17/2022,03/01/2022
TEXANS IT SERVICES INC,CLOUD ENGINEER,"95,000","AUSTIN, TX",05/10/2022,05/18/2022
SCOTTLINE LLC,CLOUD ENGINEER,"95,000","IRVING, TX",05/23/2022,10/01/2022
BRILLFY TECHNOLOGY INC,CLOUD ENGINEER,"95,000","ARLILNGTON, TX",06/20/2022,10/01/2022
CISCO SYSTEMS INC,CLOUD ENGINEER,"96,000","AUSTIN, TX",07/21/2022,08/01/2022
CISCO SYSTEMS INC,CLOUD ENGINEER,"96,000","SPRING, TX",04/18/2022,10/01/2022
L & T TECH SOLUTIONS INC,CLOUD ENGINEER,"96,000","NORTHBROOK, IL",06/02/2022,10/01/2022
L & T TECH SOLUTIONS INC,CLOUD ENGINEER,"96,000","NORTHBROOK, IL",06/16/2022,10/01/2022
IMPACT TECH INC,CLOUD ENGINEER,"98,000","AUSTIN, TX",10/25/2022,11/05/2022
IMPACT TECH INC,CLOUD ENGINEER,"98,000","SANTA BARBARA, CA",04/01/2022,08/28/2022
NINFO SYSTEMS INC,CLOUD ENGINEER,"98,000","IRVING, TX",02/23/2022,03/27/2022
CAPITAL INFO GROUP INC,CLOUD ENGINEER,"98,550","WASHINGTON, DC",04/08/2022,04/14/2022
HITACHI VANTARA LLC,CLOUD ENGINEER,"98,550","HERNDON, VA",02/28/2022,03/28/2022
IT MINDS LLC,CLOUD ENGINEER,"98,550","HERNDON, VA",05/19/2022,10/01/2022
AGILETRAILBLAZERS LLC,CLOUD ENGINEER,"98,550","RESTON, VA",05/19/2022,05/27/2022
IT MINDS LLC,CLOUD ENGINEER,"98,550","HERNDON, VA",05/27/2022,10/01/2022
DATALORE TECHNOLOGIES INC,CLOUD ENGINEER,"98,550","STERLING, VA",06/03/2022,10/01/2022
CISCO SYSTEMS INC,CLOUD ENGINEER,"98,904","RICHARDSON, TX",12/07/2022,06/01/2023
