EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
SERVICETITAN INC,DATA ENGINEER,"127,000","GLENDALE, CA",07/22/2022,07/30/2022
NAVVIS & COMPANY LLC,DATA ENGINEER,"127,000","MIAMISBURG, OH",10/20/2022,10/31/2022
SERVICETITAN INC,DATA ENGINEER,"127,000","GLENDALE, CA",08/01/2022,08/09/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"127,338","REDMOND, WA",07/18/2022,07/25/2022
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",11/16/2022,11/28/2022
I2U SYSTEMS INC,DATA ENGINEER,"127,338","REDMOND, WA",11/15/2022,11/28/2022
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",10/20/2022,11/03/2022
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",08/15/2022,08/29/2022
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",10/28/2022,11/09/2022
ADOBE INC,DATA ENGINEER,"127,338","SEATTLE, WA",10/24/2022,11/01/2022
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",09/20/2022,09/30/2022
VERANA HEALTH INC,DATA ENGINEER,"127,338","LYNWOOD, WA",12/14/2022,01/02/2023
EXPEDIA INC,DATA ENGINEER,"127,338","SEATTLE, WA",09/27/2022,10/03/2022
ADOBE INC,DATA ENGINEER,"127,504","AUSTIN, TX",04/13/2022,04/25/2022
EXPEDIA INC,DATA ENGINEER,"127,504","AUSTIN, TX",02/11/2022,02/21/2022
GRAINGER CORPORATE SERVICES LLC,DATA ENGINEER,"127,926","LAKE FOREST, IL",11/29/2022,12/25/2022
GRAINGER MANAGEMENT LLC,DATA ENGINEER,"127,926","LAKE FOREST, IL",08/29/2022,09/25/2022
OPTUM SERVICES INC,DATA ENGINEER,"127,941","KATY, TX",07/21/2022,08/08/2022
GATHI ANALYTICSLLC,DATA ENGINEER,"128,000","COLUMBIA, SC",06/29/2022,07/11/2022
NIAGARA BOTTLING LLC,DATA ENGINEER,"128,000","DIAMOND BAR, CA",10/05/2022,10/24/2022
MOUNT SINAI HOSPITAL MEDICAL CENT,DATA ENGINEER,"128,000","CHICAGO, IL",03/11/2022,08/15/2022
SPRINGML INC,DATA ENGINEER,"128,000","PLEASANTON, CA",05/04/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"128,000","SAN FRANCISCO, CA",05/04/2022,10/01/2022
VECTRA AI INC,DATA ENGINEER,"128,000","MECHANICSBURG, PA",06/22/2022,07/06/2022
GATHI ANALYTICSLLC,DATA ENGINEER,"128,000","COLUMBIA, SC",06/22/2022,07/11/2022
FORTUNE BRANDS WATER INNOVATIONS,DATA ENGINEER,"128,315","GARLAND, TX",06/29/2022,08/01/2022
THE TRAVELERS INDEMNITY COMPANY,DATA ENGINEER,"128,315","RICHARDSON, TX",03/01/2022,03/21/2022
AUTOMATION ANYWHERE INC,DATA ENGINEER,"128,315","DALLAS, TX",04/22/2022,05/02/2022
EXPEDIA INC,DATA ENGINEER,"128,315","AUSTIN, TX",06/01/2022,06/13/2022
THE TRAVELERS INDEMNITY COMPANY,DATA ENGINEER,"128,800","HARTFORD, CT",07/05/2022,01/02/2023
DOTDASH MEDIA INC,DATA ENGINEER,"129,000","NEW YORK, NY",02/16/2022,07/23/2022
GOOGLE LLC,DATA ENGINEER,"129,000","NEW YORK, NY",03/02/2022,08/18/2022
ZURICH AMERICAN INSURANCE COMPANY,DATA ENGINEER,"129,150","SCHAUMBURG, IL",04/01/2022,07/30/2022
EXPEDIA INC,DATA ENGINEER,"129,400","AUSTIN, TX",07/07/2022,07/18/2022
META PLATFORMS INC,DATA ENGINEER,"129,929","MENLO PARK, CA",03/15/2022,04/25/2022
COSTCO WHOLESALE CORPORATION,DATA ENGINEER,"130,000","PLANO, TX",12/21/2022,01/03/2023
SKECHERS USA INC,DATA ENGINEER,"130,000","MANHATTAN BEACH, CA",07/12/2022,07/18/2022
AMERICAN EXPRESS TRAVEL RELATED S,DATA ENGINEER,"130,000","SUNRISE, FL",12/07/2022,01/09/2023
MEDIDATA SOLUTIONS INC,DATA ENGINEER,"130,000","NEW YORK, NY",11/09/2022,11/21/2022
NXP USA INC,DATA ENGINEER,"130,000","CHANDLER, AZ",08/22/2022,08/30/2022
MYRIAD GENETICS INC,DATA ENGINEER,"130,000","SALT LAKE CITY, UT",08/24/2022,10/03/2022
COSTCO WHOLESALE CORPORATION,DATA ENGINEER,"130,000","PLANO, TX",08/02/2022,08/15/2022
KARGO GLOBAL LLC,DATA ENGINEER,"130,000","NEW YORK, NY",08/03/2022,08/08/2022
SKECHERS USA INC,DATA ENGINEER,"130,000","MANHATTAN BEACH, CA",08/05/2022,09/12/2022
JPMORGAN CHASE & CO,DATA ENGINEER,"130,000","PLANO, TX",03/18/2022,03/28/2022
ABBVIE INC,DATA ENGINEER,"130,000","METTAWA, IL",03/22/2022,03/30/2022
ACTIV SURGICAL INC,DATA ENGINEER,"130,000","BOSTON, MA",03/24/2022,04/11/2022
COLUMBUS MCKINNON CORPORATION,DATA ENGINEER,"130,000","CUMMING, GA",03/29/2022,04/11/2022
PAGERDUTY INC,DATA ENGINEER,"130,000","ALDIE, VA",03/30/2022,03/30/2022
REDFIN CORPORATION,DATA ENGINEER,"130,000","SEATTLE, WA",03/30/2022,09/01/2022
US BANK NATIONAL ASSOCIATION,DATA ENGINEER,"130,000","IRVING, TX",04/04/2022,05/02/2022
ADVENT SOFTWARE INC,DATA ENGINEER,"130,000","SAN FRANCISCO, CA",04/15/2022,10/01/2022
AIRSPACE TECHNOLOGIES INC,DATA ENGINEER,"130,000","CARLSBAD, CA",04/19/2022,10/01/2022
COLLECTIVEHEALTH INC,DATA ENGINEER,"130,000","IRVING, TX",01/04/2022,01/06/2022
PUBLIC STORAGE,DATA ENGINEER,"130,000","GLENDALE, CA",01/07/2022,01/07/2022
QUANTUM-SI INCORPORATED,DATA ENGINEER,"130,000","SAN JOSE, CA",01/10/2022,01/31/2022
EIGHTY FIVE SIXTY,DATA ENGINEER,"130,000","TEMPE, AZ",01/12/2022,02/01/2022
META PLATFORMS INC,DATA ENGINEER,"130,000","MENLO PARK, CA",01/28/2022,07/14/2022
JUNO DIAGNOSTICS INC,DATA ENGINEER,"130,000","SAN DIEGO, CA",02/07/2022,03/07/2022
VERANA HEALTH INC,DATA ENGINEER,"130,000","CHICAGO, IL",02/11/2022,03/16/2022
COLLECTIVEHEALTH INC,DATA ENGINEER,"130,000","OAK CREEK, WI",02/18/2022,02/25/2022
LIVERAMP INC,DATA ENGINEER,"130,000","RICHARDSON, TX",02/25/2022,03/28/2022
DISQO INC,DATA ENGINEER,"130,000","CHARLOTTE, NC",03/02/2022,04/11/2022
CROWDSTRIKE INC,DATA ENGINEER,"130,000","FREMONT, CA",12/14/2022,12/28/2022
ATOS SYNTEL INC,DATA ENGINEER,"130,000","LAS VEGAS, NV",09/28/2022,10/05/2022
MEDIDATA SOLUTIONS INC,DATA ENGINEER,"130,000","NEW YORK, NY",10/31/2022,11/14/2022
ARYA GLOBAL INC,DATA ENGINEER,"130,000","ALPHARETTA, GA",04/21/2022,04/28/2022
ARYA GLOBAL INC,DATA ENGINEER,"130,000","ALPHARETTA, GA",04/21/2022,04/28/2022
TESLA INC,DATA ENGINEER,"130,000","FREMONT, CA",04/29/2022,10/01/2022
THE PRUDENTIAL INSURANCE COMPANY,DATA ENGINEER,"130,000","IRVING, TX",05/10/2022,05/16/2022
AIRSPACE TECHNOLOGIES INC,DATA ENGINEER,"130,000","CARLSBAD, CA",05/10/2022,10/01/2022
TESLA INC,DATA ENGINEER,"130,000","FREMONT, CA",05/10/2022,10/01/2022
BRAIN TECHNOLOGIES INC,DATA ENGINEER,"130,000","CUPERTINO, CA",05/11/2022,05/18/2022
FOX TECHNOLOGY CENTER LLC,DATA ENGINEER,"130,000","LOS ANGELES, CA",05/12/2022,10/01/2022
AIRSPACE TECHNOLOGIES INC,DATA ENGINEER,"130,000","CARLSBAD, CA",05/13/2022,10/01/2022
STERLITE TECHNOLOGIES INC,DATA ENGINEER,"130,000","URBANA, MD",05/25/2022,05/30/2022
FOX CABLE NETWORK SERVICES LLC,DATA ENGINEER,"130,000","LOS ANGELES, CA, CA",06/06/2022,10/01/2022
CONSUMER EDGE INSIGHT LLC,DATA ENGINEER,"130,000","SEATTLE, WA",06/09/2022,06/09/2022
MOUNT SINAI HOSPITAL,DATA ENGINEER,"130,295","NEW YORK, NY",09/19/2022,12/01/2022
MICROSOFT CORPORATION,DATA ENGINEER,"130,465","CHARLOTTE, NC",01/31/2022,02/07/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"130,667","BELLEVUE, WA",05/19/2022,08/19/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"130,667","BELLEVUE, WA",05/19/2022,08/19/2022
CLOUDWICK TECHNOLOGIES INC,DATA ENGINEER,"130,894","SUNNYVALE, CA",03/18/2022,03/28/2022
SCRY ANALYTICS INC,DATA ENGINEER,"130,894","SAN JOSE, CA",04/12/2022,10/01/2022
MASTERCARD INTERNATIONAL INCORPOR,DATA ENGINEER,"130,894","SAN FRANCISCO, CA",04/18/2022,05/02/2022
ZOOM VIDEO COMMUNICATIONS INC,DATA ENGINEER,"130,894","SAN JOSE, CA",01/31/2022,02/14/2022
3K TECHNOLOGIES LLC,DATA ENGINEER,"130,894","MILPITAS, CA",02/01/2022,02/08/2022
GLASSDOOR INC,DATA ENGINEER,"130,894","SAN JOSE, CA",02/15/2022,08/06/2022
CISCO SYSTEMS INC,DATA ENGINEER,"130,894","SAN JOSE, CA",02/23/2022,07/02/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"130,894","SUNNYVALE, CA",04/20/2022,04/20/2022
CISCO SYSTEMS INC,DATA ENGINEER,"130,894","SAN JOSE, CA",04/26/2022,05/03/2022
CBS INTERACTIVE INC,DATA ENGINEER,"130,894","SAN FRANCISCO, CA",05/12/2022,10/01/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"130,894","SAN JOSE, CA",05/31/2022,06/08/2022
CLOUDWICK TECHNOLOGIES INC,DATA ENGINEER,"130,894","SAN JOSE, CA",06/01/2022,10/01/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"130,894","SAN JOSE, CA",06/08/2022,10/01/2022
DGN TECHNOLOGIES INC,DATA ENGINEER,"130,900","SANTA CLARA, CA",01/19/2022,03/09/2022
ALPHA NET CONSULTING LLC,DATA ENGINEER,"131,000","FREMONT, CA",03/23/2022,03/23/2022
SPRUCE TECHNOLOGY INC,DATA ENGINEER,"131,000","SAN FRANCISCO, CA",06/02/2022,10/01/2022
ALPHA NET CONSULTING LLC,DATA ENGINEER,"131,000","FREMONT, CA",06/20/2022,06/27/2022
ALPHA NET CONSULTING LLC,DATA ENGINEER,"131,000","FREMONT, CA",06/22/2022,06/27/2022
HERO DIGITAL LLC,DATA ENGINEER,"131,100","MOUNT LAUREL, NJ",03/08/2022,08/26/2022
TOYOTA CONNECTED NORTH AMERICA IN,DATA ENGINEER,"131,716","PLANO, TX",11/09/2022,11/21/2022
TOYOTA CONNECTED NORTH AMERICA IN,DATA ENGINEER,"131,716","PLANO, TX",11/09/2022,11/21/2022
ARCHER DANIELS MIDLAND COMPANY,DATA ENGINEER,"132,000","MORRISVILLE, NC",05/26/2022,06/01/2022
OFFERPAD SOLUTIONS INC,DATA ENGINEER,"132,200","CHANDLER, AZ",07/01/2022,07/05/2022
COURSERA INC,DATA ENGINEER,"132,333","MOUNTAIN VIEW, CA",04/19/2022,08/23/2022
COURSERA INC,DATA ENGINEER,"132,333","MOUNTAIN VIEW, CA",04/19/2022,08/23/2022
CISCO SYSTEMS INC,DATA ENGINEER,"132,870","SAN FRANCISCO, CA",09/07/2022,09/21/2022
SLIQ INFORMATION TECHNOLOGIES INC,DATA ENGINEER,"132,870","FREMONT, CA",09/16/2022,10/03/2022
GENENTECH INC,DATA ENGINEER,"132,870","SOUTH SAN FRANCISCO, CA",12/22/2022,01/09/2023
HARLAND CLARKE CORPORATION,DATA ENGINEER,"132,972","WINDSOR, CT",01/18/2022,07/06/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"133,000","PLEASANTON, CA",11/11/2022,11/21/2022
HITPS LLC,DATA ENGINEER,"133,390","NEW YORK, NY",10/27/2022,11/21/2022
IBM CORPORATION,DATA ENGINEER,"133,432","SAN ANTONIO, TX",07/27/2022,08/03/2022
CHARLES SCHWAB & COMPANY INC,DATA ENGINEER,"133,500","WESTLAKE, TX",11/03/2022,11/15/2022
MI9 INC DBA MI9 RETAIL,DATA ENGINEER,"133,600","HUTTO, TX",09/09/2022,09/19/2022
DISCOVERY COMMUNICATIONS LLC,DATA ENGINEER,"133,640","STERLING, VA",07/19/2022,10/30/2022
AHS HOSPITAL CORP,DATA ENGINEER,"133,900","MORRISTOWN, NJ",04/21/2022,09/23/2022
FISERV SOLUTIONS LLC,DATA ENGINEER,"133,973","SUNNYVALE, CA",06/17/2022,10/01/2022
YUM CONNECT LLC,DATA ENGINEER,"134,000","PLANO, TX",11/28/2022,12/12/2022
TESLA INC,DATA ENGINEER,"134,000","PALO ALTO, CA",05/10/2022,10/01/2022
META PLATFORMS INC,DATA ENGINEER,"134,047","SEATTLE, WA",04/04/2022,10/01/2022
EXPEDIA INC,DATA ENGINEER,"134,118","CHICAGO, IL",11/18/2022,11/28/2022
EXPEDIA INC,DATA ENGINEER,"134,118","CHICAGO, IL",07/11/2022,01/02/2023
EXPEDIA INC,DATA ENGINEER,"134,118","AURORA, IL",11/18/2022,11/28/2022
EGENCIA LLC,DATA ENGINEER,"134,118","CHICAGO, IL",10/04/2022,03/30/2023
FREEDOM FINANCIAL NETWORK FUNDING,DATA ENGINEER,"135,000","TEMPE, AZ",11/22/2022,01/27/2023
REGIONS BANK,DATA ENGINEER,"135,000","PLYMOUTH, MN",12/05/2022,12/12/2022
ZSCALER INC,DATA ENGINEER,"135,000","EVERETT, WA",10/18/2022,10/31/2022
O'REILLY TECHNOLOGY SERVICES INC,DATA ENGINEER,"135,000","PROSPECT HEIGHTS, IL",10/10/2022,10/24/2022
HEARTS & SCIENCE LLC,DATA ENGINEER,"135,000","NEW YORK, NY",03/08/2022,08/22/2022
FACTEUS INC,DATA ENGINEER,"135,000","BELLEVUE, WA",08/23/2022,09/01/2022
THE PRUDENTIAL INSURANCE COMPANY,DATA ENGINEER,"135,000","NEWARK, NJ",11/03/2022,11/11/2022
FETCH INC,DATA ENGINEER,"135,000","NEW YORK, NY",11/02/2022,11/11/2022
HEARTS & SCIENCE LLC,DATA ENGINEER,"135,000","NEW YORK, NY",03/08/2022,08/22/2022
OCELOT CONSULTING LLC,DATA ENGINEER,"135,000","AUSTIN, TX",03/10/2022,04/01/2022
DENODO TECHNOLOGIES INC,DATA ENGINEER,"135,000","CHICAGO, IL",03/17/2022,09/11/2022
CARET HEALTH INC,DATA ENGINEER,"135,000","SUNNYVALE, CA",03/22/2022,03/29/2022
CARET HEALTH INC,DATA ENGINEER,"135,000","SUNNYVALE, CA",03/25/2022,03/29/2022
SMULE INC,DATA ENGINEER,"135,000","SAN FRANCISCO, CA",03/29/2022,09/15/2022
CARET HEALTH INC,DATA ENGINEER,"135,000","SUNNYVALE, CA",04/05/2022,04/11/2022
SONY INTERACTIVE ENTERTAINMENT LL,DATA ENGINEER,"135,000","SAN DIEGO, CA",04/07/2022,10/01/2022
INTERPRO INC,DATA ENGINEER,"135,000","DURHAM, NC",04/12/2022,04/25/2022
NOVELIS INC,DATA ENGINEER,"135,000","ATLANTA, GA",09/21/2022,10/24/2022
THE TRAVELERS INDEMNITY COMPANY,DATA ENGINEER,"135,000","HARTFORD, CT",01/11/2022,01/11/2022
AXON ENTERPRISE INC,DATA ENGINEER,"135,000","SEATTLE, WA",02/10/2022,04/04/2022
DOUBLEVERIFY INC,DATA ENGINEER,"135,000","NEW YORK, NY",02/16/2022,02/16/2022
GENERAL MOTORS FINANCIAL COMPANY,DATA ENGINEER,"135,000","ARLINGTON, TX",09/29/2022,10/24/2022
CBS INTERACTIVE INC,DATA ENGINEER,"135,000","IRVING, TX",09/01/2022,10/03/2022
VISA TECHNOLOGY & OPERATIONS LLC,DATA ENGINEER,"135,000","AUSTIN, TX",09/08/2022,02/02/2023
LACEWORK INC,DATA ENGINEER,"135,000","SAN JOSE, CA",04/20/2022,05/15/2022
META PLATFORMS INC,DATA ENGINEER,"135,000","MENLO PARK, CA",04/29/2022,06/13/2022
META PLATFORMS INC,DATA ENGINEER,"135,000","SEATTLE, WA",04/29/2022,05/17/2022
ADVISOR 360 LLC,DATA ENGINEER,"135,000","WESTON, MA",05/03/2022,05/09/2022
ADVISOR 360 LLC,DATA ENGINEER,"135,000","WESTON, MA",05/05/2022,05/09/2022
COURSERA INC,DATA ENGINEER,"135,000","MOUNTAIN VIEW, CA",05/12/2022,09/07/2022
SEASONED 20 INC,DATA ENGINEER,"135,000","ATLANTA, GA",05/27/2022,06/20/2022
INDIGO AG INC,DATA ENGINEER,"135,001","BOSTON, MA",03/24/2022,09/08/2022
ENTRUPY INC,DATA ENGINEER,"135,020","NEW YORK, NY",12/07/2022,06/01/2023
ENVIRONMENTAL SYSTEMS RESEARCH IN,DATA ENGINEER,"135,200","REDLANDS, CA",01/19/2022,07/18/2022
HARLAND CLARKE CORPORATION,DATA ENGINEER,"135,632","WINDSOR, CT",01/20/2022,07/06/2022
PAYCHEX NORTH AMERICA INC,DATA ENGINEER,"136,300","ROCHESTER, NY",11/07/2022,11/21/2022
META PLATFORMS INC,DATA ENGINEER,"136,472","MENLO PARK, CA",04/21/2022,10/01/2022
REGIONS BANK,DATA ENGINEER,"136,524","BIRMINGHAM, AL",06/09/2022,08/28/2022
NORTHWELL HEALTH,DATA ENGINEER,"136,694","NEW YORK, NY",08/23/2022,02/10/2023
GOOGLE LLC,DATA ENGINEER,"137,000","ADDISON, TX",07/27/2022,08/09/2022
GOOGLE PUBLIC SECTOR LLC,DATA ENGINEER,"137,000","AUSTIN, TX",08/03/2022,08/16/2022
GOOGLE PUBLIC SECTOR LLC,DATA ENGINEER,"137,000","AUSTIN, TX",08/04/2022,08/08/2022
GOOGLE LLC,DATA ENGINEER,"137,000","AUSTIN, TX",05/10/2022,05/13/2022
GOOGLE LLC,DATA ENGINEER,"137,000","AUSTIN, TX",05/24/2022,06/03/2022
META PLATFORMS INC,DATA ENGINEER,"137,035","MENLO PARK, CA",04/04/2022,04/25/2022
INTUITIVE SURGICAL OPERATIONS INC,DATA ENGINEER,"137,118","SUNNYVALE, CA",02/28/2022,08/05/2022
ISPOTTV INC,DATA ENGINEER,"137,500","BELLEVUE, WA",12/14/2022,01/16/2023
ZSCALER INC,DATA ENGINEER,"138,000","IRVING, TX",12/05/2022,12/19/2022
SPLUNK INC,DATA ENGINEER,"138,000","BRANDON, FL",12/01/2022,12/12/2022
MICROSOFT CORPORATION,DATA ENGINEER,"138,000","CLARKSBURG, MD",02/02/2022,02/08/2022
GRAINGER MANAGEMENT LLC,DATA ENGINEER,"138,076","LAKE FOREST, IL",03/23/2022,04/18/2022
GRAINGER MANAGEMENT LLC,DATA ENGINEER,"138,076","LAKE FOREST, IL",03/23/2022,04/18/2022
VEEAR PROJECTS INC,DATA ENGINEER,"138,362","MENLO PARK, CA",06/13/2022,06/13/2022
SAG-PRODUCERS PENSION PLAN,DATA ENGINEER,"138,419","BURBANK, CA",04/13/2022,09/29/2022
MOVE INC,DATA ENGINEER,"138,450","SANTA CLARA, CA",02/23/2022,08/25/2022
CLOUDWICK TECHNOLOGIES INC,DATA ENGINEER,"138,528","BEAVERTON, OR",11/16/2022,11/28/2022
APPLE INC,DATA ENGINEER,"138,548","ELK GROVE, CA",05/24/2022,11/23/2022
SAXON GLOBAL INC,DATA ENGINEER,"138,611","SANDY SPRINGS, GA",11/21/2022,11/25/2022
SAXON GLOBAL INC,DATA ENGINEER,"138,611","SAMMAMISH, WA",05/13/2022,05/19/2022
QUOTEWIZARDCOM LLC,DATA ENGINEER,"138,861","REDMOND, WA",08/24/2022,09/26/2022
META PLATFORMS INC,DATA ENGINEER,"139,000","SAN FRANCISCO, CA",03/22/2022,05/02/2022
MALIBU ENTERTAINMENT INC,DATA ENGINEER,"139,000","NEW YORK, NY",03/30/2022,04/01/2022
HISCOX INC,DATA ENGINEER,"139,050","ATLANTA, GA",10/05/2022,03/05/2023
GRAINGER MANAGEMENT LLC,DATA ENGINEER,"139,310","LAKE FOREST, IL",03/18/2022,09/14/2022
GRAINGER MANAGEMENT LLC,DATA ENGINEER,"139,310","LAKE FOREST, IL",03/21/2022,09/15/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"139,589","NEWARK, NJ",11/17/2022,12/02/2022
INMARKET MEDIA LLC,DATA ENGINEER,"139,818","CULVER CITY, CA",02/23/2022,03/02/2022
AMERICAN EXPRESS TRAVEL RELATED S,DATA ENGINEER,"139,920","PHOENIX, AZ",04/27/2022,10/01/2022
MASSACHUSETTS MUTUAL LIFE INSURAN,DATA ENGINEER,"139,922","SPRINGFIELD, MA",05/06/2022,06/27/2022
MASSACHUSETTS MUTUAL LIFE INSURAN,DATA ENGINEER,"139,922","SPRINGFIELD, MA",05/10/2022,06/27/2022
AXS GROUP LLC,DATA ENGINEER,"140,000","DALLAS, TX",06/27/2022,07/25/2022
THE TRAVELERS INDEMNITY COMPANY,DATA ENGINEER,"140,000","ALPHARETTA, GA",12/12/2022,01/23/2023
CHEVRON PHILLIPS CHEMICAL COMPANY,DATA ENGINEER,"140,000","THE WOODLANDS, TX",11/16/2022,12/01/2022
BREMBO INSPIRATION LAB CORP,DATA ENGINEER,"140,000","SUNNYVALE, CA",11/14/2022,11/18/2022
AMNET TECH LLC,DATA ENGINEER,"140,000","VERNON HILLS, IL",07/25/2022,08/01/2022
CLOUDFLARE INC,DATA ENGINEER,"140,000","NEW YORK, NY",10/14/2022,10/20/2022
ABM INDUSTRIES INCORPORATED,DATA ENGINEER,"140,000","GREENSBORO, NC",08/16/2022,08/29/2022
ZURICH AMERICAN INSURANCE COMPANY,DATA ENGINEER,"140,000","FARMERS BRANCH, TX",08/19/2022,08/31/2022
ZEN3 INFOSOLUTIONS AMERICA INC,DATA ENGINEER,"140,000","BELLEVUE, WA",08/22/2022,08/29/2022
DAILYMOTION INC,DATA ENGINEER,"140,000","NEW YORK, NY",03/09/2022,07/16/2022
META PLATFORMS INC,DATA ENGINEER,"140,000","MENLO PARK, CA",03/11/2022,03/21/2022
TRACKONOMY SYSTEMS INC,DATA ENGINEER,"140,000","SAN JOSE, CA",03/17/2022,09/12/2022
DENODO TECHNOLOGIES INC,DATA ENGINEER,"140,000","NEW YORK, NY",03/17/2022,09/11/2022
SONY INTERACTIVE ENTERTAINMENT LL,DATA ENGINEER,"140,000","ALISO VIEJO, CA",03/21/2022,04/04/2022
COLLABERA INC,DATA ENGINEER,"140,000","RICHMOND, VA",03/23/2022,03/28/2022
AMAZONCOM SERVICES LLC,DATA ENGINEER,"140,000","DALLAS, TX",04/07/2022,04/14/2022
MICHAELS STORES INC,DATA ENGINEER,"140,000","IRVING, TX",09/21/2022,09/21/2022
SADA SYSTEMS INC,DATA ENGINEER,"140,000","CARY, NC",01/17/2022,01/24/2022
COLLABERA INC,DATA ENGINEER,"140,000","CHICAGO, IL",02/04/2022,02/24/2022
BLOCK INC,DATA ENGINEER,"140,000","PLANO, TX",02/09/2022,02/18/2022
LOWER LLC,DATA ENGINEER,"140,000","NEW ALBANY, OH",02/10/2022,02/28/2022
BLOCK INC,DATA ENGINEER,"140,000","PLANO, TX",02/10/2022,02/18/2022
KRAFT FOODS GROUP BRANDS LLC,DATA ENGINEER,"140,000","CHICAGO, IL",03/04/2022,03/21/2022
THE PRUDENTIAL INSURANCE COMPANY,DATA ENGINEER,"140,000","NEWARK, NJ",09/08/2022,10/01/2022
RNBW HOLDINGS LLC,DATA ENGINEER,"140,000","WATERTOWN, MA",06/30/2022,07/11/2022
APPLE INC,DATA ENGINEER,"140,000","CUPERTINO, CA",04/29/2022,05/09/2022
BALYASNY ASSET MANAGEMENT LP,DATA ENGINEER,"140,000","NEW YORK, NY",05/03/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"140,000","PLEASANTON, CA",05/04/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"140,000","MILPITAS, CA",05/04/2022,10/01/2022
CAMBER PHARMACEUTICALS INC,DATA ENGINEER,"140,000","PISCATAWAY, NJ",05/09/2022,09/13/2022
ASPIRATION PARTNERS INC,DATA ENGINEER,"140,000","MARINA DEL REY, CA",05/10/2022,05/23/2022
TESLA INC,DATA ENGINEER,"140,000","PALO ALTO, CA",05/11/2022,10/01/2022
SNAP FINANCE LLC,DATA ENGINEER,"140,000","NORRISTOWN, PA",05/12/2022,06/27/2022
FLYR INC,DATA ENGINEER,"140,000","FARMERS BRANCH, TX",05/16/2022,05/23/2022
HAP CAPITAL ADVISORS LLC,DATA ENGINEER,"140,000","NEW YORK, NY",05/27/2022,06/13/2022
LOGOS GLOBALTECH LLC,DATA ENGINEER,"140,000","WESTLAKE, TX",06/13/2022,07/11/2022
E2 CONSULTING ENGINEERS INC,DATA ENGINEER,"140,005","SAN DIEGO, CA",05/12/2022,05/16/2022
IBM CORPORATION,DATA ENGINEER,"140,015","PARAMUS, NJ",10/03/2022,10/21/2022
KRAFT HEINZ FOODS COMPANY,DATA ENGINEER,"140,120","CHICAGO, IL",01/07/2022,06/24/2022
META PLATFORMS INC,DATA ENGINEER,"140,437","MENLO PARK, CA",08/19/2022,08/29/2022
HP INC,DATA ENGINEER,"140,442","PALO ALTO, CA",07/29/2022,08/15/2022
VIASAT INC,DATA ENGINEER,"140,500","SAN ANTONIO, TX",02/25/2022,03/02/2022
META PLATFORMS INC,DATA ENGINEER,"140,580","KATY, TX",02/08/2022,08/02/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",03/30/2022,07/22/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",04/06/2022,07/04/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",04/08/2022,09/17/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",02/24/2022,03/04/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",05/24/2022,05/30/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",05/24/2022,06/06/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",05/24/2022,05/24/2022
EXPEDIA INC,DATA ENGINEER,"140,920","SEATTLE, WA",06/22/2022,12/14/2022
PHREESIA INC,DATA ENGINEER,"141,003","RALEIGH, NC",09/09/2022,09/15/2022
CINQ CARE INC,DATA ENGINEER,"141,357","WASHINGTON, DC",06/21/2022,08/01/2022
CISCO SYSTEMS INC,DATA ENGINEER,"141,378","SAN JOSE, CA",07/14/2022,08/29/2022
CISCO SYSTEMS INC,DATA ENGINEER,"141,378","SAN JOSE, CA",12/06/2022,06/01/2023
CISCO SYSTEMS INC,DATA ENGINEER,"141,378","SAN JOSE, CA",12/02/2022,05/16/2023
CISCO SYSTEMS INC,DATA ENGINEER,"141,378","SAN JOSE, CA",11/14/2022,05/16/2023
PSQUARE TECHNOLOGIES LLC,DATA ENGINEER,"141,378","LOS GATOS, CA",07/29/2022,08/16/2022
CISCO SYSTEMS INC,DATA ENGINEER,"141,378","SAN JOSE, CA",09/07/2022,09/21/2022
LOGIC PLANET INC,DATA ENGINEER,"141,380","SANTA CLARA, CA",09/19/2022,09/26/2022
